Species,DbSiteCode,Run,Date,Watercourse,Site,SegmentId,PredictedNumberOfIndigenousSpecies,NumberOfIndigenousSpecies,Poise,PropTrans,PropAlien,PropNonIndigenous,AmbSp1,Observations,Type,GenusSpecies,VernacularName,Fyear,Region,Environment,BasinOrZone,SubBasinOrSubZone,WatercourseOrGeographicArea,geometry
AngRei,117-0094,3,2025-09-02T00:00:00Z,Tributary of Palm Tree Creek,"Page Road, Hervey Range",12392,8.064235,4,0.49601729116276994,0,0.5220125786163522,0.5220125786163522,NA,7,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(445925.124247955, 7860599.1743561)"
AngRei,117-0019,1,2019-08-21T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,7,0.6006296658199505,0,0.19054441260744986,0.19054441260744986,3,2,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
AngRei,117-0019,2,2022-09-12T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,5,0.42902118987139315,0,0.4126984126984127,0.4126984126984127,9,3,Indigenous,Anguilla reinhardtii,Long-finned eel,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
AngRei,117-0067,1,2019-08-22T00:00:00Z,Alice River,"Hervey Range Road, Rangewood",14985,12.395169,5,0.4033829631528219,0,0.36380597014925375,0.36380597014925375,NA,19,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(457575.574985166, 7864192.08147141)"
AngRei,117-0131,3,2025-09-04T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.24175824175824176,0.24175824175824176,NA,3,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(457935.70785026, 7867456.78281571)"
AngRei,117-0006,2,2022-09-12T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.3430232558139535,0.3430232558139535,NA,32,Indigenous,Anguilla reinhardtii,Long-finned eel,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
AngRei,117-0006,1,2019-08-19T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.15384615384615385,0.15384615384615385,NA,35,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
AngRei,117-0006,3,2025-09-02T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,5,0.341775857787339,0,0.19101123595505617,0.19101123595505617,NA,22,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(461037.260819337, 7873925.27118048)"
AngRei,117-0110,1,2019-08-23T00:00:00Z,Alice River,"Granitevale Road, Alice River",12480,9.611059,7,0.728327648389215,0,0.09473684210526316,0.09473684210526316,1,17,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(456644.872327507, 7856949.59538755)"
AngRei,117-0131,2,2022-09-16T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.44495412844036697,0.44495412844036697,NA,4,Indigenous,Anguilla reinhardtii,Long-finned eel,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(457843.244624107, 7867366.16489571)"
AngRei,117-0003,3,2025-09-04T00:00:00Z,Scrubby Creek,"Hervey Range Road, Hervey Range",19132,10.839291,5,0.46128478329440553,0,0.0070921985815602835,0.0070921985815602835,NA,1,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(456659.323147428, 7864225.01071026)"
AwaAcr,117-0067,1,2019-08-22T00:00:00Z,Alice River,"Hervey Range Road, Rangewood",14985,12.395169,5,0.4033829631528219,0,0.36380597014925375,0.36380597014925375,NA,2,Indigenous,Awaous acritosus,Roman-nose goby,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(457575.574985166, 7864192.08147141)"
AwaAcr,117-0006,1,2019-08-19T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.15384615384615385,0.15384615384615385,NA,5,Indigenous,Awaous acritosus,Roman-nose goby,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
GamHol,117-0131,2,2022-09-16T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.44495412844036697,0.44495412844036697,NA,69,Alien,Gambusia holbrooki,Gambusia,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(457843.244624107, 7867366.16489571)"
GamHol,117-0019,2,2022-09-12T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,5,0.42902118987139315,0,0.4126984126984127,0.4126984126984127,9,30,Alien,Gambusia holbrooki,Gambusia,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
GamHol,117-0131,3,2025-09-04T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.24175824175824176,0.24175824175824176,NA,6,Alien,Gambusia holbrooki,Gambusia,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(457935.70785026, 7867456.78281571)"
GamHol,117-0019,1,2019-08-21T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,7,0.6006296658199505,0,0.19054441260744986,0.19054441260744986,3,84,Alien,Gambusia holbrooki,Gambusia,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
GamHol,117-0006,2,2022-09-12T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.3430232558139535,0.3430232558139535,NA,45,Alien,Gambusia holbrooki,Gambusia,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
GamHol,117-0006,3,2025-09-02T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,5,0.341775857787339,0,0.19101123595505617,0.19101123595505617,NA,33,Alien,Gambusia holbrooki,Gambusia,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(461037.260819337, 7873925.27118048)"
GamHol,117-0006,1,2019-08-19T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.15384615384615385,0.15384615384615385,NA,32,Alien,Gambusia holbrooki,Gambusia,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
GloIll,117-0006,1,2019-08-19T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.15384615384615385,0.15384615384615385,NA,15,Indigenous,Glossogobius illimus,False Celebes goby,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
GloIll,117-0019,1,2019-08-21T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,7,0.6006296658199505,0,0.19054441260744986,0.19054441260744986,3,1,Indigenous,Glossogobius illimus,False Celebes goby,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
GloIll,117-0006,2,2022-09-12T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.3430232558139535,0.3430232558139535,NA,10,Indigenous,Glossogobius illimus,False Celebes goby,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
HypCom,117-0110,1,2019-08-23T00:00:00Z,Alice River,"Granitevale Road, Alice River",12480,9.611059,7,0.728327648389215,0,0.09473684210526316,0.09473684210526316,1,28,Indigenous,Hypseleotris compressa,Empire gudgeon,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(456644.872327507, 7856949.59538755)"
HypCom,117-0131,2,2022-09-16T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.44495412844036697,0.44495412844036697,NA,88,Indigenous,Hypseleotris compressa,Empire gudgeon,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(457843.244624107, 7867366.16489571)"
HypCom,117-0067,1,2019-08-22T00:00:00Z,Alice River,"Hervey Range Road, Rangewood",14985,12.395169,5,0.4033829631528219,0,0.36380597014925375,0.36380597014925375,NA,230,Indigenous,Hypseleotris compressa,Empire gudgeon,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(457575.574985166, 7864192.08147141)"
HypCom,117-0131,3,2025-09-04T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.24175824175824176,0.24175824175824176,NA,46,Indigenous,Hypseleotris compressa,Empire gudgeon,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(457935.70785026, 7867456.78281571)"
HypCom,117-0006,1,2019-08-19T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.15384615384615385,0.15384615384615385,NA,10,Indigenous,Hypseleotris compressa,Empire gudgeon,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
HypCom,117-0019,2,2022-09-12T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,5,0.42902118987139315,0,0.4126984126984127,0.4126984126984127,9,45,Indigenous,Hypseleotris compressa,Empire gudgeon,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
HypCom,117-0006,3,2025-09-02T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,5,0.341775857787339,0,0.19101123595505617,0.19101123595505617,NA,159,Indigenous,Hypseleotris compressa,Empire gudgeon,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(461037.260819337, 7873925.27118048)"
HypCom,117-0003,3,2025-09-04T00:00:00Z,Scrubby Creek,"Hervey Range Road, Hervey Range",19132,10.839291,5,0.46128478329440553,0,0.0070921985815602835,0.0070921985815602835,NA,42,Indigenous,Hypseleotris compressa,Empire gudgeon,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(456659.323147428, 7864225.01071026)"
HypCom,117-0019,1,2019-08-21T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,7,0.6006296658199505,0,0.19054441260744986,0.19054441260744986,3,329,Indigenous,Hypseleotris compressa,Empire gudgeon,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
HypCom,117-0094,3,2025-09-02T00:00:00Z,Tributary of Palm Tree Creek,"Page Road, Hervey Range",12392,8.064235,4,0.49601729116276994,0,0.5220125786163522,0.5220125786163522,NA,32,Indigenous,Hypseleotris compressa,Empire gudgeon,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(445925.124247955, 7860599.1743561)"
HypCom,117-0006,2,2022-09-12T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.3430232558139535,0.3430232558139535,NA,38,Indigenous,Hypseleotris compressa,Empire gudgeon,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
HypCom,117-0094,2,2022-09-16T00:00:00Z,Tributary of Palm Tree Creek,"Page Road, Hervey Range",12392,8.064235,3,0.3720129683720774,0,0.4067796610169492,0.4067796610169492,NA,4,Indigenous,Hypseleotris compressa,Empire gudgeon,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(445924.600073406, 7860598.84082615)"
LeiUni,117-0067,1,2019-08-22T00:00:00Z,Alice River,"Hervey Range Road, Rangewood",14985,12.395169,5,0.4033829631528219,0,0.36380597014925375,0.36380597014925375,NA,25,Indigenous,Leiopotherapon unicolor,Spangled perch,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(457575.574985166, 7864192.08147141)"
LeiUni,117-0131,3,2025-09-04T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.24175824175824176,0.24175824175824176,NA,1,Indigenous,Leiopotherapon unicolor,Spangled perch,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(457935.70785026, 7867456.78281571)"
LeiUni,117-0110,1,2019-08-23T00:00:00Z,Alice River,"Granitevale Road, Alice River",12480,9.611059,7,0.728327648389215,0,0.09473684210526316,0.09473684210526316,1,93,Indigenous,Leiopotherapon unicolor,Spangled perch,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(456644.872327507, 7856949.59538755)"
LeiUni,117-0131,2,2022-09-16T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.44495412844036697,0.44495412844036697,NA,4,Indigenous,Leiopotherapon unicolor,Spangled perch,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(457843.244624107, 7867366.16489571)"
LeiUni,117-0006,1,2019-08-19T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.15384615384615385,0.15384615384615385,NA,153,Indigenous,Leiopotherapon unicolor,Spangled perch,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
LeiUni,117-0019,1,2019-08-21T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,7,0.6006296658199505,0,0.19054441260744986,0.19054441260744986,3,101,Indigenous,Leiopotherapon unicolor,Spangled perch,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
LeiUni,117-0003,3,2025-09-04T00:00:00Z,Scrubby Creek,"Hervey Range Road, Hervey Range",19132,10.839291,5,0.46128478329440553,0,0.0070921985815602835,0.0070921985815602835,NA,13,Indigenous,Leiopotherapon unicolor,Spangled perch,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(456659.323147428, 7864225.01071026)"
LeiUni,117-0019,2,2022-09-12T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,5,0.42902118987139315,0,0.4126984126984127,0.4126984126984127,9,14,Indigenous,Leiopotherapon unicolor,Spangled perch,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
LeiUni,117-0006,3,2025-09-02T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,5,0.341775857787339,0,0.19101123595505617,0.19101123595505617,NA,6,Indigenous,Leiopotherapon unicolor,Spangled perch,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(461037.260819337, 7873925.27118048)"
LeiUni,117-0006,2,2022-09-12T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.3430232558139535,0.3430232558139535,NA,19,Indigenous,Leiopotherapon unicolor,Spangled perch,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
MelSpl,117-0067,1,2019-08-22T00:00:00Z,Alice River,"Hervey Range Road, Rangewood",14985,12.395169,5,0.4033829631528219,0,0.36380597014925375,0.36380597014925375,NA,65,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(457575.574985166, 7864192.08147141)"
MelSpl,117-0131,3,2025-09-04T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.24175824175824176,0.24175824175824176,NA,3,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(457935.70785026, 7867456.78281571)"
MelSpl,117-0110,1,2019-08-23T00:00:00Z,Alice River,"Granitevale Road, Alice River",12480,9.611059,7,0.728327648389215,0,0.09473684210526316,0.09473684210526316,1,285,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(456644.872327507, 7856949.59538755)"
MelSpl,117-0006,3,2025-09-02T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,5,0.341775857787339,0,0.19101123595505617,0.19101123595505617,NA,28,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(461037.260819337, 7873925.27118048)"
MelSpl,117-0131,2,2022-09-16T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.44495412844036697,0.44495412844036697,NA,18,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(457843.244624107, 7867366.16489571)"
MelSpl,117-0006,1,2019-08-19T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.15384615384615385,0.15384615384615385,NA,24,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
MelSpl,117-0019,1,2019-08-21T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,7,0.6006296658199505,0,0.19054441260744986,0.19054441260744986,3,124,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
MelSpl,117-0003,3,2025-09-04T00:00:00Z,Scrubby Creek,"Hervey Range Road, Hervey Range",19132,10.839291,5,0.46128478329440553,0,0.0070921985815602835,0.0070921985815602835,NA,81,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(456659.323147428, 7864225.01071026)"
MelSpl,117-0019,2,2022-09-12T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,5,0.42902118987139315,0,0.4126984126984127,0.4126984126984127,9,3,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
MelSpl,117-0006,2,2022-09-12T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.3430232558139535,0.3430232558139535,NA,2,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
MelSpl,117-0094,2,2022-09-16T00:00:00Z,Tributary of Palm Tree Creek,"Page Road, Hervey Range",12392,8.064235,3,0.3720129683720774,0,0.4067796610169492,0.4067796610169492,NA,2,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(445924.600073406, 7860598.84082615)"
MelSpl,117-0094,3,2025-09-02T00:00:00Z,Tributary of Palm Tree Creek,"Page Road, Hervey Range",12392,8.064235,4,0.49601729116276994,0,0.5220125786163522,0.5220125786163522,NA,15,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(445925.124247955, 7860599.1743561)"
MogAds,117-0131,3,2025-09-04T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.24175824175824176,0.24175824175824176,NA,16,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(457935.70785026, 7867456.78281571)"
MogAds,117-0131,2,2022-09-16T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.44495412844036697,0.44495412844036697,NA,7,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(457843.244624107, 7867366.16489571)"
MogAds,117-0110,1,2019-08-23T00:00:00Z,Alice River,"Granitevale Road, Alice River",12480,9.611059,7,0.728327648389215,0,0.09473684210526316,0.09473684210526316,1,77,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(456644.872327507, 7856949.59538755)"
MogAds,117-0003,3,2025-09-04T00:00:00Z,Scrubby Creek,"Hervey Range Road, Hervey Range",19132,10.839291,5,0.46128478329440553,0,0.0070921985815602835,0.0070921985815602835,NA,3,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(456659.323147428, 7864225.01071026)"
MogAds,117-0019,1,2019-08-21T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,7,0.6006296658199505,0,0.19054441260744986,0.19054441260744986,3,5,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
MogAds,117-0094,2,2022-09-16T00:00:00Z,Tributary of Palm Tree Creek,"Page Road, Hervey Range",12392,8.064235,3,0.3720129683720774,0,0.4067796610169492,0.4067796610169492,NA,29,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(445924.600073406, 7860598.84082615)"
MogAds,117-0094,3,2025-09-02T00:00:00Z,Tributary of Palm Tree Creek,"Page Road, Hervey Range",12392,8.064235,4,0.49601729116276994,0,0.5220125786163522,0.5220125786163522,NA,22,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(445925.124247955, 7860599.1743561)"
MogAds,117-0006,3,2025-09-02T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,5,0.341775857787339,0,0.19101123595505617,0.19101123595505617,NA,1,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(461037.260819337, 7873925.27118048)"
MugCep,117-0006,2,2022-09-12T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.3430232558139535,0.3430232558139535,NA,12,Indigenous,Mugil cephalus,Sea mullet,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
NeoHyr,117-0110,1,2019-08-23T00:00:00Z,Alice River,"Granitevale Road, Alice River",12480,9.611059,7,0.728327648389215,0,0.09473684210526316,0.09473684210526316,1,15,Indigenous,Neosilurus hyrtlii,Hyrtl's tandan,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(456644.872327507, 7856949.59538755)"
OreMos,117-0019,2,2022-09-12T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,5,0.42902118987139315,0,0.4126984126984127,0.4126984126984127,9,21,Alien,Oreochromis mossambicus,Mozambique tilapia,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
OreMos,117-0131,2,2022-09-16T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.44495412844036697,0.44495412844036697,NA,21,Alien,Oreochromis mossambicus,Mozambique tilapia,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(457843.244624107, 7867366.16489571)"
OreMos,117-0067,1,2019-08-22T00:00:00Z,Alice River,"Hervey Range Road, Rangewood",14985,12.395169,5,0.4033829631528219,0,0.36380597014925375,0.36380597014925375,NA,195,Alien,Oreochromis mossambicus,Mozambique tilapia,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(457575.574985166, 7864192.08147141)"
OreMos,117-0110,1,2019-08-23T00:00:00Z,Alice River,"Granitevale Road, Alice River",12480,9.611059,7,0.728327648389215,0,0.09473684210526316,0.09473684210526316,1,49,Alien,Oreochromis mossambicus,Mozambique tilapia,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(456644.872327507, 7856949.59538755)"
OreMos,117-0019,1,2019-08-21T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,7,0.6006296658199505,0,0.19054441260744986,0.19054441260744986,3,47,Alien,Oreochromis mossambicus,Mozambique tilapia,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
OreMos,117-0006,2,2022-09-12T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.3430232558139535,0.3430232558139535,NA,14,Alien,Oreochromis mossambicus,Mozambique tilapia,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
OreMos,117-0006,3,2025-09-02T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,5,0.341775857787339,0,0.19101123595505617,0.19101123595505617,NA,18,Alien,Oreochromis mossambicus,Mozambique tilapia,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(461037.260819337, 7873925.27118048)"
OreMos,117-0006,1,2019-08-19T00:00:00Z,Black River,"Bruce Highway, Black River",9295,14.629471,6,0.4101310293448068,0,0.15384615384615385,0.15384615384615385,NA,12,Alien,Oreochromis mossambicus,Mozambique tilapia,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(461071.612449379, 7873988.51605413)"
PoeRet,117-0019,2,2022-09-12T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,5,0.42902118987139315,0,0.4126984126984127,0.4126984126984127,9,1,Alien,Poecilia reticulata,Guppy,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
PoeRet,117-0019,1,2019-08-21T00:00:00Z,Canal Creek,"Black River Road, Black River",15154,11.654436,7,0.6006296658199505,0,0.19054441260744986,0.19054441260744986,3,2,Alien,Poecilia reticulata,Guppy,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(458077.769371085, 7866947.51544158)"
PoeRet,117-0131,2,2022-09-16T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.44495412844036697,0.44495412844036697,NA,2,Alien,Poecilia reticulata,Guppy,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(457843.244624107, 7867366.16489571)"
PoeRet,117-0110,1,2019-08-23T00:00:00Z,Alice River,"Granitevale Road, Alice River",12480,9.611059,7,0.728327648389215,0,0.09473684210526316,0.09473684210526316,1,5,Alien,Poecilia reticulata,Guppy,2020,Dry Tropics,Freshwater,Black,Black River,NA,"c(456644.872327507, 7856949.59538755)"
PoeRet,117-0094,3,2025-09-02T00:00:00Z,Tributary of Palm Tree Creek,"Page Road, Hervey Range",12392,8.064235,4,0.49601729116276994,0,0.5220125786163522,0.5220125786163522,NA,83,Alien,Poecilia reticulata,Guppy,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(445925.124247955, 7860599.1743561)"
PoeRet,117-0131,3,2025-09-04T00:00:00Z,Log Creek,"Adrenaline Paintball, Black River",13715,12.636838,5,0.395668600008958,0,0.24175824175824176,0.24175824175824176,NA,16,Alien,Poecilia reticulata,Guppy,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(457935.70785026, 7867456.78281571)"
PoeRet,117-0003,3,2025-09-04T00:00:00Z,Scrubby Creek,"Hervey Range Road, Hervey Range",19132,10.839291,5,0.46128478329440553,0,0.0070921985815602835,0.0070921985815602835,NA,1,Alien,Poecilia reticulata,Guppy,2026,Dry Tropics,Freshwater,Black,Black River,NA,"c(456659.323147428, 7864225.01071026)"
PoeRet,117-0094,2,2022-09-16T00:00:00Z,Tributary of Palm Tree Creek,"Page Road, Hervey Range",12392,8.064235,3,0.3720129683720774,0,0.4067796610169492,0.4067796610169492,NA,24,Alien,Poecilia reticulata,Guppy,2023,Dry Tropics,Freshwater,Black,Black River,NA,"c(445924.600073406, 7860598.84082615)"
