Species,DbSiteCode,Run,Date,Watercourse,Site,SegmentId,PredictedNumberOfIndigenousSpecies,NumberOfIndigenousSpecies,Poise,PropTrans,PropAlien,PropNonIndigenous,AmbSp1,Observations,Type,GenusSpecies,VernacularName,Fyear,Region,Environment,BasinOrZone,SubBasinOrSubZone,WatercourseOrGeographicArea,geometry
AmnPer,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,50,Indigenous,Amniataba percoides,Barred grunter,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
AmnPer,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,8,Indigenous,Amniataba percoides,Barred grunter,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
AmnPer,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,10,Indigenous,Amniataba percoides,Barred grunter,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
AmnPer,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,50,Indigenous,Amniataba percoides,Barred grunter,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
AmpSpp,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,1,Alien,Amphilophus sp.,Midas cichlid,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
AmpSpp,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,5,Alien,Amphilophus sp.,Midas cichlid,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
AngRei,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,10,Indigenous,Anguilla reinhardtii,Long-finned eel,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
AngRei,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,7,Indigenous,Anguilla reinhardtii,Long-finned eel,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
AngRei,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,11,Indigenous,Anguilla reinhardtii,Long-finned eel,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
AngRei,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,6,Indigenous,Anguilla reinhardtii,Long-finned eel,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
AngRei,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,8,Indigenous,Anguilla reinhardtii,Long-finned eel,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
CraSte,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,14,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
CraSte,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,25,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
CraSte,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,603,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
CraSte,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,8,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
CraSte,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,282,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
GamHol,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,2,Alien,Gambusia holbrooki,Gambusia,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
GamHol,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,3,Alien,Gambusia holbrooki,Gambusia,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
GamHol,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,11,Alien,Gambusia holbrooki,Gambusia,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
GloApr,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,3,Indigenous,Glossamia aprion,Mouth almighty,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
GloApr,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,29,Indigenous,Glossamia aprion,Mouth almighty,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
GloApr,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,3,Indigenous,Glossamia aprion,Mouth almighty,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
GloApr,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,13,Indigenous,Glossamia aprion,Mouth almighty,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
GloApr,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,10,Indigenous,Glossamia aprion,Mouth almighty,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
HypBuc,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,24,Indigenous,Hypseleotris sp.,NA,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
HypBuc,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,5,Indigenous,Hypseleotris sp.,NA,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
HypBuc,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,12,Indigenous,Hypseleotris sp.,NA,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
HypCom,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,1,Indigenous,Hypseleotris compressa,Empire gudgeon,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
HypCom,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,3,Indigenous,Hypseleotris compressa,Empire gudgeon,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
LatCal,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,3,Indigenous,Lates calcarifer,Barramundi,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
LatCal,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,1,Indigenous,Lates calcarifer,Barramundi,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
LeiUni,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,2,Indigenous,Leiopotherapon unicolor,Spangled perch,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
LeiUni,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,9,Indigenous,Leiopotherapon unicolor,Spangled perch,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
LeiUni,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,2,Indigenous,Leiopotherapon unicolor,Spangled perch,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
LeiUni,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,5,Indigenous,Leiopotherapon unicolor,Spangled perch,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
MelSpl,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,42,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
MelSpl,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,30,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
MelSpl,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,79,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
MelSpl,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,34,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
MelSpl,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,19,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
MogAds,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,3,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
MogAds,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,1,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
NemEre,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,42,Indigenous,Nematalosa erebi,Bony bream,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
NemEre,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,22,Indigenous,Nematalosa erebi,Bony bream,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
NemEre,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,30,Indigenous,Nematalosa erebi,Bony bream,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
NeoAte,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,2,Indigenous,Neosilurus ater,Butter jew,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
NeoHyr,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,9,Indigenous,Neosilurus hyrtlii,Hyrtl's tandan,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
OphSp1,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,2,Indigenous,Ophisternon sp.,Swamp eel,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
OphSp1,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,4,Indigenous,Ophisternon sp.,Swamp eel,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
OphSp1,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,1,Indigenous,Ophisternon sp.,Swamp eel,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
OphSp1,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,4,Indigenous,Ophisternon sp.,Swamp eel,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
OreMos,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,6,Alien,Oreochromis mossambicus,Mozambique tilapia,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
OreMos,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,3,Alien,Oreochromis mossambicus,Mozambique tilapia,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
OreMos,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,10,Alien,Oreochromis mossambicus,Mozambique tilapia,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
OreMos,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,4,Alien,Oreochromis mossambicus,Mozambique tilapia,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
OxyLin,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,3,Translocated,Oxyeleotris lineolata,Sleepy cod,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
OxyLin,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,3,Translocated,Oxyeleotris lineolata,Sleepy cod,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
OxyLin,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,28,Translocated,Oxyeleotris lineolata,Sleepy cod,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
OxyLin,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,6,Translocated,Oxyeleotris lineolata,Sleepy cod,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
OxyLin,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,20,Translocated,Oxyeleotris lineolata,Sleepy cod,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
PorRen,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,15,Indigenous,Porochilus rendahli,Rendahl's tandan,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
PorRen,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,1,Indigenous,Porochilus rendahli,Rendahl's tandan,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
RedBik,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,14,Indigenous,Redigobius bikolanus,Speckled goby,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
RedBik,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,6,Indigenous,Redigobius bikolanus,Speckled goby,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
RedBik,118-0107,3,2025-08-29T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,9,0.583322574272519,0.0234375,0.046875,0.0703125,NA,3,Indigenous,Redigobius bikolanus,Speckled goby,2026,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472157.204438054, 7854155.21948673)"
RedBik,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,5,Indigenous,Redigobius bikolanus,Speckled goby,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
StrKre,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,9,Indigenous,Strongylura krefftii,Freshwater longtom,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
StrKre,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,2,Indigenous,Strongylura krefftii,Freshwater longtom,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
ToxCha,118-9999,2,2021-06-16T00:00:00Z,Ross River,"Riverview Park, Annandale",9465,16.806707,13,0.7735007220629241,0.003424657534246575,0.007990867579908675,0.01141552511415525,18,6,Indigenous,Toxotes chatareus,Seven-spot archerfish,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(476478.241680471, 7865044.06666381)"
ToxCha,118-0107,1,2019-08-19T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,15,0.9722042904541983,0.07887323943661972,0.036619718309859155,0.11549295774647887,79,2,Indigenous,Toxotes chatareus,Seven-spot archerfish,2020,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
ToxCha,118-9998,2,2021-06-16T00:00:00Z,Ross River,"Gollogly Drive, Rasmussen",12591,16.274612,15,0.921680959275711,0.0468384074941452,0.00936768149882904,0.05620608899297424,13,4,Indigenous,Toxotes chatareus,Seven-spot archerfish,2021,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(471546.043528435, 7861584.65393249)"
XipMac,118-0107,2,2022-09-13T00:00:00Z,Ross River,"Riverway Drive, Kelso",12420,15.428856,10,0.6481361936361322,0.041666666666666664,0.3333333333333333,0.375,9,33,Alien,Xiphophorus maculatus,Platy,2023,Dry Tropics,Freshwater,Ross,Ross River (Lower),NA,"c(472156.784859604, 7854154.96433751)"
CraSte,118-0039,2,2022-09-13T00:00:00Z,Sachs Creek,"Kavenagh Court, Oak Valley",13437,11.229382,6,0.5343125739243709,0,0.8148148148148148,0.8148148148148148,9,2,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2023,Dry Tropics,Freshwater,Ross,Ross River (Upper),NA,"c(480746.939278131, 7854170.28693887)"
CraSte,118-0039,3,2025-08-29T00:00:00Z,Sachs Creek,"Kavenagh Court, Oak Valley",13437,11.229382,5,0.4452604782703091,0,0.5245901639344263,0.5245901639344263,10,3,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2026,Dry Tropics,Freshwater,Ross,Ross River (Upper),NA,"c(480746.61323801, 7854170.81772782)"
CraSte,118-0039,1,2019-08-20T00:00:00Z,Sachs Creek,"Kavenagh Court, Oak Valley",13437,11.229382,6,0.5343125739243709,0,0.5592105263157895,0.5592105263157895,32,1,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2020,Dry Tropics,Freshwater,Ross,Ross River (Upper),NA,"c(480746.939278131, 7854170.28693887)"
CraSte,118-0139,1,2019-08-22T00:00:00Z,Antill Plains Creek,"Flinders Highway, Ross River",15091,12.904691,8,0.6199296054434779,0.3160377358490566,0,0.3160377358490566,22,2,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2020,Dry Tropics,Freshwater,Ross,Ross River (Upper),NA,"c(484797.763093964, 7851046.63889075)"
CraSte,118-0139,2,2022-09-13T00:00:00Z,Antill Plains Creek,"Flinders Highway, Ross River",15091,12.904691,9,0.6974208061239127,0.024193548387096774,0.11290322580645161,0.13709677419354838,25,44,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2023,Dry Tropics,Freshwater,Ross,Ross River (Upper),NA,"c(484797.763093964, 7851046.63889075)"
GamHol,118-0039,2,2022-09-13T00:00:00Z,Sachs Creek,"Kavenagh Court, Oak Valley",13437,11.229382,6,0.5343125739243709,0,0.8148148148148148,0.8148148148148148,9,86,Alien,Gambusia holbrooki,Gambusia,2023,Dry Tropics,Freshwater,Ross,Ross River (Upper),NA,"c(480746.939278131, 7854170.28693887)"
GamHol,118-0039,1,2019-08-20T00:00:00Z,Sachs Creek,"Kavenagh Court, Oak Valley",13437,11.229382,6,0.5343125739243709,0,0.5592105263157895,0.5592105263157895,32,85,Alien,Gambusia holbrooki,Gambusia,2020,Dry Tropics,Freshwater,Ross,Ross River (Upper),NA,"c(480746.939278131, 7854170.28693887)"
